Technique,Complex Name,Organism,Other Organisms,Complex Function,Proteins,Genes,Confidence Score
few-shot,Ste12–Dig1–Dig2 transcription regulation complex,Saccharomyces cerevisiae,"• Orthologous three‑component repression complexes are found only in closely related Saccharomyces species (e.g. S. paradoxus, S. bayanus) and not in metazoans.","• In the absence of mating pheromone, Dig1 and Dig2 bind Ste12 and repress transcription of mating‑specific genes.; • Upon pheromone stimulation, the Fus3 MAP kinase phosphorylates Dig1/Dig2, releasing Ste12 to activate target promoters (e.g. FUS1, FUS2).",• Ste12 (transcription factor); • Dig1 (repressor of Ste12; also called Rst1); • Dig2 (repressor of Ste12; also called Rst2),• STE12; • DIG1; • DIG2,(Consistency 0.90 × 0.30) + (Experimental support 1.00 × 0.30) + (Protein‑gene mapping 1.00 × 0.25) + (Organism specificity 1.00 × 0.15); = 0.27 + 0.30 + 0.25 + 0.15 = **0.97**
contextual,Ste12/Dig1/Dig2 transcription regulation complex,Saccharomyces cerevisiae,"Other Saccharomyces sensu stricto yeasts (e.g., S. paradoxus, S. mikatae)","This complex modulates mating- and filamentation-specific gene expression downstream of the pheromone-responsive MAPK pathway. Ste12 is a C2H2 zinc‐finger transcription factor that activates target promoters. Dig1 and Dig2 bind Ste12, preventing premature DNA binding and recruiting repressive machinery until pathway activation relieves inhibition.; Proteins and Corresponding Genes:; • Ste12 (gene: STE12) – zinc‐finger transcription factor, pathway effector; • Dig1 (gene: DIG1, also known as RST1) – transcriptional repressor that binds Ste12; • Dig2 (gene: DIG2) – secondary repressor that stabilizes the Dig1–Ste12 interaction",,,(0.90 × 0.3) + (0.90 × 0.3) + (1.00 × 0.25) + (1.00 × 0.15); = 0.27 + 0.27 + 0.25 + 0.15; = **0.94**
zero-shot,TRAPPII (Transport Protein Particle II),Saccharomyces cerevisiae,,• Acts as a multisubunit tethering complex at the trans‑Golgi network; • Functions as a guanine‑nucleotide exchange factor (GEF) for Rab GTPases Ypt1 and primarily Ypt31/32; • Regulates anterograde and retrograde vesicle trafficking and Golgi organization; Proteins and corresponding genes:; Core TRAPP subunits (shared with TRAPPI):; • Bet3 Gene: BET3 (YJL052W); • Bet5 Gene: BET5 (YDL131C); • Trs20 Gene: TRS20 (YBR107W); • Trs23 Gene: TRS23 (YLR174W); • Trs31 Gene: TRS31 (YER081W); • Trs33 Gene: TRS33 (YPR037C); TRAPPII‑specific subunits:; • Trs65 Gene: TRS65 (YBR249C); • Trs120 Gene: TRS120 (YJL041W); • Trs130 Gene: TRS130 (YER017W); Other organisms in which TRAPPII is found (orthologous complexes characterized):; • Homo sapiens; • Mus musculus; • Drosophila melanogaster; • Caenorhabditis elegans; Self‑confidence score calculation:; 0.3×0.95 + 0.3×0.90 + 0.25×0.90 + 0.15×1.00 = 0.93,,,
few-shot,TRAPP II complex,Saccharomyces cerevisiae,"Homologous TRAPP II complexes are found in Human (TRAPPC9–TRAPPC12 subunits), Mouse, Drosophila melanogaster, C. elegans.","A multisubunit tethering complex that functions in late Golgi and endosome-to–Golgi vesicle trafficking, acting as a guanine nucleotide exchange factor (GEF) for Ypt31/32 GTPases in Saccharomyces cerevisiae.",,,(0.95 × 0.3) + (0.9 × 0.3) + (1.0 × 0.25) + (1.0 × 0.15); = 0.285 + 0.27 + 0.25 + 0.15; = **0.955**
contextual,TRAPP II complex,Saccharomyces cerevisiae,"Human (TRAPPC1–10 orthologs), Mouse, Drosophila melanogaster, Caenorhabditis elegans","A multisubunit guanine‐nucleotide exchange factor (GEF) for the Rab GTPases Ypt31/Ypt32 at the trans‐Golgi network, promoting tethering and fusion of post‐Golgi secretory vesicles.",,• BET3; • BET5; • TRS20; • TRS23; • TRS31; • TRS33; • TRS120; • TRS130,(Consistency across sources 0.90 × 0.30) + (Experimental support 0.90 × 0.30) + (Protein–gene mapping accuracy 1.00 × 0.25) + (Organism specificity 1.00 × 0.15); = 0.27 + 0.27 + 0.25 + 0.15 = **0.94**
zero-shot,Cerebral Cavernous Malformation (CCM) complex,Homo sapiens,,"• Scaffold for junctional proteins in endothelial cells; • Regulates RhoA signaling, MAPK pathway, and β1-integrin activation; • Maintains vascular lumen integrity and barrier function; Constituent proteins and corresponding genes:; 1. KRIT1 (protein “CCM1”) – gene KRIT1; 2. CCM2 (protein “Malcavernin”) – gene CCM2; 3. PDCD10 (protein “CCM3”) – gene PDCD10; Other organisms in which this complex is conserved (of the five listed):; • Mus musculus (mouse) – orthologs Krit1, Ccm2, Pdcd10; Self‑confidence score calculation:; consistency across databases (0.30) + supporting experimental data (0.30) + protein–gene mapping accuracy (0.25) + organism‑specificity (0.15); = 0.30 + 0.30 + 0.25 + 0.15 = 1.00",,,
few-shot,CCM (cerebral cavernous malformation) complex,Human,"- Mouse (Mus musculus); - Zebrafish (Danio rerio); - Rat (Rattus norvegicus); - Drosophila melanogaster (orthologs: Ccm1, Ccm2, Ccm3)","In endothelial cells, the CCM complex (KRIT1–CCM2–PDCD10) maintains vascular integrity by regulating RhoA and Rap1 GTPase signaling, stabilizing endothelial cell–cell junctions, modulating MEKK3–KLF2/4 signaling, and controlling angiogenesis and blood–brain barrier permeability.","- KRIT1 (Krev interaction trapped protein 1, also known as CCM1); - CCM2 (malcavernin); - PDCD10 (programmed cell death 10, also known as CCM3)",- KRIT1; - CCM2; - PDCD10,(0.9 × 0.3) + (0.9 × 0.3) + (1.0 × 0.25) + (1.0 × 0.15); = 0.27 + 0.27 + 0.25 + 0.15 = **0.94**
contextual,CCM signaling complex (KRIT1–CCM2–PDCD10 complex),Human,"Mouse, Zebrafish, Drosophila melanogaster, Caenorhabditis elegans","Regulates endothelial cell–cell junction integrity and vascular morphogenesis in the central nervous system by modulating actin cytoskeleton remodeling, MAPK and RhoA signaling pathways, and barrier function.",- KRIT1 (CCM1); - CCM2 (malcavernin); - PDCD10 (CCM3),- KRIT1; - CCM2; - PDCD10,(0.95 × 0.3) + (0.90 × 0.3) + (1.00 × 0.25) + (1.00 × 0.15); = 0.285 + 0.270 + 0.250 + 0.150; = **0.955**
zero-shot,μ‑Calpain (Calpain‑1 heterodimer),Homo sapiens,,"A Ca2+‑dependent cysteine protease that modulates cytoskeletal remodeling, signal transduction, cell motility and apoptosis by limited proteolysis of specific substrates.; Constituent Proteins and Corresponding Genes:; • Large catalytic subunit (80 kDa): CAPN1 (gene: CAPN1); • Small regulatory subunit (28 kDa): CAPNS1 (gene: CAPNS1); Other Organisms (from the five listed) in which the Heterodimeric μ‑Calpain Complex Is Also Present:; • Mus musculus (orthologs: Capn1 & Capns1); Self‑confidence Score (by weighting criteria):; (1.0 × 0.30) + (1.0 × 0.30) + (1.0 × 0.25) + (1.0 × 0.15) = 1.00",,,
few-shot,mu‑Calpain (Calpain‑2) complex,Human,"Mouse (Mus musculus), Rat (Rattus norvegicus), Bovine (Bos taurus), Xenopus laevis","A Ca2+‑dependent, non‑lysosomal cysteine protease that cleaves specific substrates to regulate cytoskeletal remodeling, signal transduction, cell migration, and apoptosis. Activation requires Ca2+‑induced conformational changes in the large catalytic subunit and association with the small regulatory subunit.",• Calpain‑2 large (catalytic) subunit (CAPN2; ~80 kDa); • Calpain small subunit 1 (CAPNS1; ~28 kDa),• CAPN2; • CAPNS1,(0.95 × 0.3) + (0.9 × 0.3) + (1.0 × 0.25) + (1.0 × 0.15); = 0.285 + 0.27 + 0.25 + 0.15; = **0.955**
contextual,μ‑Calpain complex (Calpain-1 heterodimer),Human,"Mouse, Rat","A calcium‑dependent, non‑lysosomal cysteine protease that regulates cytoskeletal remodeling, signal transduction, cell motility, and apoptosis via limited proteolysis of target substrates. Activation requires micromolar Ca2+ and heterodimerization.",• Calpain-1 large catalytic subunit (CAPN1); • Calpain small regulatory subunit 1 (CAPN4),• CAPN1; • CAPN4,(0.95 × 0.3) + (0.9 × 0.3) + (1.0 × 0.25) + (1.0 × 0.15) = 0.285 + 0.27 + 0.25 + 0.15 = 0.955
zero-shot,• GINS complex,• Saccharomyces cerevisiae,,"• Essential component of the replicative helicase (CMG: Cdc45–Mcm2–7–GINS); • Required for origin firing, replication‐fork progression and coordination of DNA unwinding with polymerase recruitment; Subunit Composition and Gene Symbols:; • Sld5 (encoded by SLD5); • Psf1 (encoded by PSF1); • Psf2 (encoded by PSF2); • Psf3 (encoded by PSF3); Presence in Other Model Organisms:; • Homo sapiens (orthologs GINS4/Sld5, GINS1/Psf1, GINS2/Psf2, GINS3/Psf3); • Mus musculus; • Caenorhabditis elegans; • Drosophila melanogaster; Self‑Confidence Score Calculation:; (0.90 × 0.3) + (0.95 × 0.3) + (1.00 × 0.25) + (1.00 × 0.15) = 0.955",,,
few-shot,GINS complex,Saccharomyces cerevisiae,"Homo sapiens, Mus musculus, Drosophila melanogaster, Caenorhabditis elegans","Essential component of the replicative helicase in Saccharomyces cerevisiae. As part of the Cdc45–MCM–GINS (CMG) holohelicase, it is required for both initiation and progression of DNA replication forks.","Sld5, Psf1, Psf2, Psf3","SLD5, PSF1, PSF2, PSF3",(1.0 × 0.3) + (0.95 × 0.3) + (1.0 × 0.25) + (1.0 × 0.15) = 0.3 + 0.285 + 0.25 + 0.15 = **0.985**
contextual,GINS complex,Saccharomyces cerevisiae,"Human, Mouse, Drosophila melanogaster, Caenorhabditis elegans (and broadly conserved across eukaryotes)","The GINS complex (Go-Ichi-Ni-San, Japanese for 5‑1‑2‑3) is an essential component of the eukaryotic replisome. In S. cerevisiae it associates with the Mcm2‑7 helicase and Cdc45 to form the CMG helicase, driving origin firing and replication fork progression by unwinding parental DNA.",- Sld5; - Psf1; - Psf2; - Psf3,- SLD5; - PSF1; - PSF2; - PSF3,(0.95 × 0.3) + (0.9 × 0.3) + (1.0 × 0.25) + (1.0 × 0.15); = 0.285 + 0.27 + 0.25 + 0.15; = **0.955**
zero-shot,Cdc45–MCM–GINS (CMG) helicase complex,Saccharomyces cerevisiae,,"Acts as the core replicative DNA helicase, unwinding duplex DNA at the replication fork to enable processive leading‑strand synthesis.",,,
few-shot,CMG (Cdc45–MCM–GINS) helicase complex',Saccharomyces cerevisiae',"Homo sapiens, Mus musculus, Drosophila melanogaster, Xenopus laevis'","The replicative DNA helicase that unwinds parental duplex DNA at the replication fork during S phase, coordinating with polymerases and other replisome factors in Saccharomyces cerevisiae.'","• Minichromosome maintenance proteins 2–7 (Mcm2, Mcm3, Mcm4, Mcm5, Mcm6, Mcm7); • Cell division control protein 45 (Cdc45); • GINS complex subunits: Psf1, Psf2, Psf3, Sld5'","MCM2, MCM3, MCM4, MCM5, MCM6, MCM7, CDC45, PSF1, PSF2, PSF3, SLD5'",(0.95 × 0.3) + (0.90 × 0.3) + (1.00 × 0.25) + (1.00 × 0.15) = 0.285 + 0.27 + 0.25 + 0.15 = **0.955**
contextual,Cdc45–MCM–GINS (CMG) helicase complex',Saccharomyces cerevisiae',"Homo sapiens, Mus musculus, Drosophila melanogaster, Caenorhabditis elegans (conserved across eukaryotes)'","The CMG complex is the eukaryotic replicative helicase that unwinds double‑stranded DNA at replication forks during S phase. It is required for origin activation, replisome assembly, and progression of the replication fork.'",• Cdc45; • Mcm2; • Mcm3; • Mcm4; • Mcm5; • Mcm6; • Mcm7; • Psf1 (GINS subunit 1); • Psf2 (GINS subunit 2); • Psf3 (GINS subunit 3); • Sld5 (GINS subunit 4)',• CDC45; • MCM2; • MCM3; • MCM4; • MCM5; • MCM6; • MCM7; • PSF1; • PSF2; • PSF3; • SLD5',
zero-shot,28S mitochondrial ribosomal small subunit (often historically referred to as the 20S mt‐SSU),Homo sapiens,,"– Decoding mitochondrially encoded mRNAs and ensuring correct tRNA positioning; – Forms the functional 55S mitoribosome upon association with the 39S large subunit; – Essential for synthesis of 13 core oxidative‑phosphorylation proteins encoded by mtDNA; Protein composition and corresponding genes (nuclear‑encoded unless noted):; 1. 28S mS2 (MRPS2); 2. 28S mS3 (MRPS3); 3. 28S mS4 (MRPS4); 4. 28S mS5 (MRPS5); 5. 28S mS6 (MRPS6); 6. 28S mS7 (MRPS7); 7. 28S mS9 (MRPS9); 8. 28S mS10 (MRPS10); 9. 28S mS11 (MRPS11); 10. 28S mS12 (MRPS12); 11. 28S mS14 (MRPS14); 12. 28S mS15 (MRPS15); 13. 28S mS16 (MRPS16); 14. 28S mS17 (MRPS17); 15. 28S mS18 (MRPS18); 16. 28S bS22 (MRPS22); 17. 28S bS23 (MRPS23); 18. 28S mS24 (MRPS24); 19. 28S mS25 (MRPS25); 20. 28S bS26 (MRPS26); 21. 28S mS27 (MRPS27); 22. 28S mS28 (MRPS28); 23. 28S mS29 (DAP3); 24. 28S bS30 (MRPS30); 25. 28S mS31 (MRPS31); 26. 28S mS34 (MRPS34); Other organisms in which this complex is also found:; Mus musculus, Caenorhabditis elegans, Drosophila melanogaster, Saccharomyces cerevisiae; Self‑confidence score calculation:; (0.3 × 0.90) + (0.3 × 0.80) + (0.25 × 0.85) + (0.15 × 1.00) = 0.8725",,,
few-shot,20S mitochondrial small ribosomal subunit,Homo sapiens,"Conserved across eukaryotes—mouse (Mus musculus), rat (Rattus norvegicus), zebrafish (Danio rerio), Drosophila melanogaster, Caenorhabditis elegans, Saccharomyces cerevisiae.","The human mitochondrial small ribosomal subunit (mt‑SSU), also referred to as the 28S subunit of the 55S mitoribosome, binds mitochondrial mRNA and tRNAs to initiate and elongate translation of the 13 mitochondrially encoded oxidative‐phosphorylation proteins.",,,(Consistency across databases 0.90 × 0.30) + (Supporting experimental data 0.95 × 0.30) + (Protein‑gene mapping accuracy 0.80 × 0.25) + (Organism specificity 1.00 × 0.15); = 0.27 + 0.285 + 0.20 + 0.15 = **0.905**
contextual,20S (28S) mitochondrial small ribosomal subunit,Human (Homo sapiens),"This mitoribosomal small subunit is conserved across eukaryotes, including Mouse (Mus musculus), C. elegans, D. melanogaster and S. cerevisiae.",Catalyzes translation of the 13 mitochondrially encoded polypeptides by decoding mitochondrial mRNAs and promoting peptide bond formation in the organelle.,,"MRPS2, MRPS6, MRPS7, MRPS9, MRPS10, MRPS11, MRPS12, MRPS14, MRPS15, MRPS16,; MRPS17, MRPS18A, MRPS18B, MRPS18C, MRPS19, MRPS21, MRPS22, MRPS23, MRPS24,; MRPS25, MRPS26, MRPS27, MRPS28, MRPS29, MRPS30",(0.9 × 0.3) + (0.9 × 0.3) + (0.7 × 0.25) + (1.0 × 0.15); = 0.27 + 0.27 + 0.175 + 0.15; = **0.865**
zero-shot,Cardiac troponin complex,Human,,Calcium-dependent regulation of cardiac muscle contraction via conformational changes in thin filament proteins,,,
few-shot,Cardiac troponin complex,Human,"Mouse, Rat, and other vertebrates (e.g., pig, zebrafish)","A calcium-regulated switch on the thin filament of cardiac muscle. Binding of Ca2+ to cardiac troponin C induces a conformational change in the troponin-tropomyosin complex, relieving inhibition of actin–myosin interactions and triggering myocardial contraction; withdrawal of Ca2+ restores inhibition and allows relaxation.",- Cardiac troponin C; - Cardiac troponin I; - Cardiac troponin T,- TNNC1 (encodes cardiac troponin C); - TNNI3 (encodes cardiac troponin I); - TNNT2 (encodes cardiac troponin T),(0.90 × 0.3) + (0.95 × 0.3) + (1.00 × 0.25) + (1.00 × 0.15); = 0.27 + 0.285 + 0.25 + 0.15; = **0.955**
contextual,Cardiac troponin complex,Human,"Mouse, Rat, Zebrafish (orthologous cardiac troponin subunits)",Calcium‑dependent regulatory complex on the thin filament of cardiac muscle; it modulates actin‑myosin interactions to control cardiac muscle contraction and relaxation.,- Cardiac troponin C (cTnC); - Cardiac troponin I (cTnI); - Cardiac troponin T (cTnT),- TNNC1; - TNNI3; - TNNT2,(0.98 × 0.3) + (0.95 × 0.3) + (0.99 × 0.25) + (1.00 × 0.15) = 0.294 + 0.285 + 0.2475 + 0.15 = **0.9765**
